,DATE,BTC_OPEN,ETH_OPEN
773,2019-01-09,3954.34,147.51
774,2019-01-08,3974.89,149.43
775,2019-01-07,3988.0,154.18
776,2019-01-06,3775.81,153.03
777,2019-01-05,3794.9,152.02
778,2019-01-04,3761.86,146.25
779,2019-01-03,3858.9,152.0
780,2019-01-02,3795.56,138.49
781,2019-01-01,3696.22,131.39
782,2018-12-31,3798.24,137.45
783,2018-12-30,3691.75,132.84
784,2018-12-29,3840.41,134.97
785,2018-12-28,3565.27,113.4
786,2018-12-27,3779.91,129.27
787,2018-12-26,3740.68,127.44
788,2018-12-25,4010.27,138.47
789,2018-12-24,3929.1,129.16
790,2018-12-23,3948.86,115.24
791,2018-12-22,3836.54,107.58
792,2018-12-21,4050.65,113.88
793,2018-12-20,3667.66,98.83
794,2018-12-19,3650.81,100.37
795,2018-12-18,3505.4,94.19
796,2018-12-17,3223.74,84.5
797,2018-12-16,3216.14,83.92
798,2018-12-15,3221.66,83.87
799,2018-12-14,3301.06,86.27
800,2018-12-13,3445.92,89.21
801,2018-12-12,3380.0,87.81
802,2018-12-11,3441.27,89.97
803,2018-12-10,3549.01,93.45
804,2018-12-09,3409.25,90.45
805,2018-12-08,3401.59,93.1
806,2018-12-07,3508.72,91.04
807,2018-12-06,3769.81,102.45
808,2018-12-05,3955.57,109.6
809,2018-12-04,3890.35,109.14
810,2018-12-03,4162.65,116.51
811,2018-12-02,4193.06,118.7
812,2018-12-01,4040.86,113.97
813,2018-11-30,4291.08,118.45
814,2018-11-29,4268.44,122.94
815,2018-11-28,3880.05,111.56
816,2018-11-27,3850.22,110.59
817,2018-11-26,4100.94,118.48
818,2018-11-25,3933.18,115.0
819,2018-11-24,4421.0,125.3
820,2018-11-23,4360.14,126.77
821,2018-11-22,4667.0,138.15
822,2018-11-21,4570.35,134.34
823,2018-11-20,4925.55,150.86
824,2018-11-19,5659.34,179.0
825,2018-11-18,5630.39,176.11
826,2018-11-17,5648.69,176.98
827,2018-11-16,5744.8,184.72
828,2018-11-15,5909.43,187.77
829,2018-11-14,6467.66,210.05
830,2018-11-13,6453.58,213.03
831,2018-11-12,6457.3,213.38
832,2018-11-11,6437.42,213.18
833,2018-11-10,6419.7,210.94
834,2018-11-09,6480.23,213.03
835,2018-11-08,6575.4,218.9
836,2018-11-07,6518.77,220.96
837,2018-11-06,6471.39,210.74
838,2018-11-05,6482.0,212.16
839,2018-11-04,6387.1,200.07
840,2018-11-03,6435.41,202.22
841,2018-11-02,6405.27,199.67
842,2018-11-01,6376.3,198.47
843,2018-10-31,6332.24,197.36
844,2018-10-30,6375.45,197.76
845,2018-10-29,6495.0,205.5
846,2018-10-28,6502.28,204.28
847,2018-10-27,6540.0,204.71
848,2018-10-26,6539.0,204.67
849,2018-10-25,6561.47,205.45
850,2018-10-24,6556.15,205.9
851,2018-10-23,6581.55,206.45
852,2018-10-22,6592.25,207.22
853,2018-10-21,6592.94,208.39
854,2018-10-20,6528.14,204.73
855,2018-10-19,6610.0,206.47
856,2018-10-18,6739.75,213.44
857,2018-10-17,6758.75,215.5
858,2018-10-16,6750.0,214.39
859,2018-10-15,6342.37,196.94
860,2018-10-14,6329.23,201.22
861,2018-10-13,6304.11,197.25
862,2018-10-12,6250.28,191.75
863,2018-10-11,6630.2,226.76
864,2018-10-10,6654.92,228.66
865,2018-10-09,6674.06,230.34
866,2018-10-08,6607.94,226.33
867,2018-10-07,6600.18,225.41
868,2018-10-06,6642.91,228.15
869,2018-10-05,6600.61,222.49
870,2018-10-04,6503.93,220.69
871,2018-10-03,6541.6,226.03
872,2018-10-02,6607.8,231.54
873,2018-10-01,6620.0,232.31
874,2018-09-30,6597.37,231.71
875,2018-09-29,6641.01,221.77
876,2018-09-28,6692.52,229.38
877,2018-09-27,6465.05,214.42
878,2018-09-26,6440.89,219.32
879,2018-09-25,6590.24,228.1
880,2018-09-24,6711.95,245.02
881,2018-09-23,6731.0,240.59
882,2018-09-22,6757.43,247.64
883,2018-09-21,6492.04,223.94
884,2018-09-20,6383.94,209.66
885,2018-09-19,6336.19,208.84
886,2018-09-18,6253.28,196.21
887,2018-09-17,6500.08,220.01
888,2018-09-16,6516.58,222.38
889,2018-09-15,6484.08,209.0
890,2018-09-14,6488.38,211.03
891,2018-09-13,6338.41,182.91
892,2018-09-12,6291.15,185.23
893,2018-09-11,6312.83,197.26
894,2018-09-10,6247.79,195.35
895,2018-09-09,6181.88,197.08
896,2018-09-08,6388.74,215.37
897,2018-09-07,6510.0,229.71
898,2018-09-06,6700.0,229.4
899,2018-09-05,7359.09,285.55
900,2018-09-04,7267.45,289.39
901,2018-09-03,7300.0,294.97
902,2018-09-02,7202.0,295.41
903,2018-09-01,7026.53,281.51
904,2018-08-31,6992.11,283.5
905,2018-08-30,7032.12,288.24
906,2018-08-29,7076.19,295.78
907,2018-08-28,6905.0,287.8
908,2018-08-27,6713.15,274.39
909,2018-08-26,6726.09,277.87
910,2018-08-25,6685.52,281.1
911,2018-08-24,6530.62,276.0
912,2018-08-23,6354.77,269.43
913,2018-08-22,6468.94,279.98
914,2018-08-21,6250.0,270.9
915,2018-08-20,6487.47,300.01
916,2018-08-19,6388.0,293.31
917,2018-08-18,6579.0,317.47
918,2018-08-17,6312.9,286.77
919,2018-08-16,6265.66,281.22
920,2018-08-15,6189.73,277.7
921,2018-08-14,6248.0,283.77
922,2018-08-13,6310.79,317.65
923,2018-08-12,6220.0,317.78
924,2018-08-11,6147.0,332.0
925,2018-08-10,6526.34,363.35
926,2018-08-09,6278.64,354.6
927,2018-08-08,6712.0,378.31
928,2018-08-07,6928.5,404.9
929,2018-08-06,7034.2,408.11
930,2018-08-05,7005.0,406.4
931,2018-08-04,7411.22,417.83
932,2018-08-03,7536.86,410.69
933,2018-08-02,7616.02,419.7
934,2018-08-01,7731.55,432.27
935,2018-07-31,8178.05,457.0
936,2018-07-30,8221.15,466.76
937,2018-07-29,8218.0,468.19
938,2018-07-28,8185.48,470.28
939,2018-07-27,7938.0,462.92
940,2018-07-26,8173.04,472.0
941,2018-07-25,8410.0,480.0
942,2018-07-24,7720.0,450.31
943,2018-07-23,7405.0,458.04
944,2018-07-22,7411.41,461.1
945,2018-07-21,7340.58,448.83
946,2018-07-20,7475.19,469.04
947,2018-07-19,7372.78,478.86
948,2018-07-18,7320.51,498.73
949,2018-07-17,6735.0,478.24
950,2018-07-16,6343.14,449.81
951,2018-07-15,6253.62,434.13
952,2018-07-14,6218.64,431.99
953,2018-07-13,6245.0,430.9
954,2018-07-12,6374.0,445.24
955,2018-07-11,6298.0,432.92
956,2018-07-10,6654.5,470.89
957,2018-07-09,6703.52,485.93
958,2018-07-08,6760.0,485.95
959,2018-07-07,6605.0,469.35
960,2018-07-06,6532.22,467.26
961,2018-07-05,6585.6,467.33
962,2018-07-04,6497.66,462.31
963,2018-07-03,6614.23,475.71
964,2018-07-02,6348.8,452.73
965,2018-07-01,6390.52,455.2
966,2018-06-30,6197.5,433.85
967,2018-06-29,5873.0,421.15
968,2018-06-28,6137.87,441.72
969,2018-06-27,6078.4,430.7
970,2018-06-26,6240.0,459.23
971,2018-06-25,6151.81,456.07
972,2018-06-24,6164.34,474.83
973,2018-06-23,6041.67,461.1
974,2018-06-22,6712.63,526.05
975,2018-06-21,6753.0,535.46
976,2018-06-20,6746.0,537.61
977,2018-06-19,6714.49,518.8
978,2018-06-18,6442.0,496.58
979,2018-06-17,6483.84,496.33
980,2018-06-16,6376.15,486.68
981,2018-06-15,6626.93,518.63
982,2018-06-14,6292.3,476.14
983,2018-06-13,6540.0,495.59
984,2018-06-12,6874.6,531.14
985,2018-06-11,6763.91,524.38
986,2018-06-10,7490.0,592.44
987,2018-06-09,7610.62,599.24
988,2018-06-08,7694.09,605.56
989,2018-06-07,7650.0,605.91
990,2018-06-06,7622.73,608.76
991,2018-06-05,7487.94,591.4
992,2018-06-04,7710.0,618.39
993,2018-06-03,7644.23,590.56
994,2018-06-02,7530.0,578.58
995,2018-06-01,7490.0,578.0
996,2018-05-31,7381.0,557.32
997,2018-05-30,7456.49,564.73
998,2018-05-29,7100.0,512.16
999,2018-05-28,7347.48,571.1
1000,2018-05-27,7331.76,585.26
1001,2018-05-26,7450.0,585.0
1002,2018-05-25,7575.0,602.46
1003,2018-05-24,7509.0,576.38
1004,2018-05-23,7985.23,641.05
1005,2018-05-22,8381.24,696.2
1006,2018-05-21,8525.0,716.01
1007,2018-05-20,8219.5,696.85
1008,2018-05-19,8240.0,693.84
1009,2018-05-18,8050.0,667.2
1010,2018-05-17,8336.8,705.99
1011,2018-05-16,8449.74,705.01
1012,2018-05-15,8671.0,729.93
1013,2018-05-14,8701.61,730.0
1014,2018-05-13,8471.75,682.0
1015,2018-05-12,8385.23,674.71
1016,2018-05-11,9020.0,722.58
1017,2018-05-10,9300.4,749.81
1018,2018-05-09,9201.0,747.02
1019,2018-05-08,9390.0,753.53
1020,2018-05-07,9670.0,795.2
1021,2018-05-06,9878.37,820.58
1022,2018-05-05,9720.0,786.71
1023,2018-05-04,9746.08,780.84
1024,2018-05-03,9245.0,686.16
1025,2018-05-02,9070.97,672.52
1026,2018-05-01,9218.79,671.88
1027,2018-04-30,9423.8,688.72
1028,2018-04-29,9330.76,682.01
1029,2018-04-28,8920.01,641.24
1030,2018-04-27,9286.0,663.69
1031,2018-04-26,8860.02,617.0
1032,2018-04-25,9633.63,705.27
1033,2018-04-24,8934.98,643.79
1034,2018-04-23,8792.0,620.78
1035,2018-04-22,8932.0,605.08
1036,2018-04-21,8860.0,617.0
1037,2018-04-20,8287.0,568.44
1038,2018-04-19,8164.19,524.61
1039,2018-04-18,7891.1,503.0
1040,2018-04-17,8060.0,511.78
1041,2018-04-16,8356.0,533.72
1042,2018-04-15,7996.0,503.0
1043,2018-04-14,7875.0,494.17
1044,2018-04-13,7930.0,495.0
1045,2018-04-12,6966.46,430.0
1046,2018-04-11,6834.0,414.0
1047,2018-04-10,6761.54,398.0
1048,2018-04-09,7030.0,401.51
1049,2018-04-08,6890.0,385.37
1050,2018-04-07,6613.55,369.0
1051,2018-04-06,6775.0,381.5
1052,2018-04-05,6769.95,378.4
1053,2018-04-04,7412.27,415.02
1054,2018-04-03,7058.89,383.55
1055,2018-04-02,6823.02,378.0
1056,2018-04-01,6933.88,393.1
1057,2018-03-31,6837.73,395.0
1058,2018-03-30,7080.4,385.0
1059,2018-03-29,7943.58,445.0
1060,2018-03-28,7782.72,449.0
1061,2018-03-27,8116.52,485.73
1062,2018-03-26,8454.81,523.53
1063,2018-03-25,8533.31,519.0
1064,2018-03-24,8907.7,543.33
1065,2018-03-23,8712.01,537.3
1066,2018-03-22,8905.7,560.95
1067,2018-03-21,8886.89,558.0
1068,2018-03-20,8611.0,555.0
1069,2018-03-19,8200.0,537.0
1070,2018-03-18,7850.0,550.04
1071,2018-03-17,8258.66,601.0
1072,2018-03-16,8259.82,610.0
1073,2018-03-15,8188.0,610.4
1074,2018-03-14,9121.01,687.08
1075,2018-03-13,9101.31,696.1
1076,2018-03-12,9523.53,720.4
1077,2018-03-11,8760.78,678.84
1078,2018-03-10,9230.49,725.12
1079,2018-03-09,9281.94,699.27
1080,2018-03-08,9909.6,750.76
1081,2018-03-07,10734.02,814.15
1082,2018-03-06,11435.0,850.0
1083,2018-03-05,11500.61,865.88
1084,2018-03-04,11441.0,855.84
1085,2018-03-03,11022.24,856.81
1086,2018-03-02,10936.78,871.56
1087,2018-03-01,10322.07,850.0
1088,2018-02-28,10589.17,873.21
1089,2018-02-27,10338.05,865.0
1090,2018-02-26,9559.2,840.48
1091,2018-02-25,9700.0,828.18
1092,2018-02-24,10149.24,857.8
1093,2018-02-23,9845.54,803.1
1094,2018-02-22,10441.06,840.84
1095,2018-02-21,11217.17,882.4
1096,2018-02-20,11156.0,941.64
1097,2018-02-19,10379.0,910.85
1098,2018-02-18,11049.0,971.0
1099,2018-02-17,10161.0,939.0
1100,2018-02-16,10004.0,926.73
1101,2018-02-15,9470.0,918.24
1102,2018-02-14,8500.62,842.79
1103,2018-02-13,8910.0,868.47
1104,2018-02-12,8070.0,811.86
1105,2018-02-11,8560.42,852.79
1106,2018-02-10,8682.31,878.93
1107,2018-02-09,8250.0,815.0
1108,2018-02-08,7568.4,752.0
1109,2018-02-07,7724.0,787.65
1110,2018-02-06,6960.0,701.04
1111,2018-02-05,8168.01,826.0
1112,2018-02-04,9216.41,972.0
1113,2018-02-03,8872.0,928.85
1114,2018-02-02,9199.57,1039.19
1115,2018-02-01,10261.26,1124.16
1116,2018-01-31,10181.54,1076.4
1117,2018-01-30,11227.0,1177.84
1118,2018-01-29,11850.0,1245.0
1119,2018-01-28,11480.56,1113.24
1120,2018-01-27,11079.31,1047.88
1121,2018-01-26,11170.46,1050.32
1122,2018-01-25,11388.8,1062.02
1123,2018-01-24,10807.77,985.85
1124,2018-01-23,10767.0,995.12
1125,2018-01-22,11510.0,1045.83
1126,2018-01-21,12750.17,1148.48
1127,2018-01-20,11410.54,1025.0
1128,2018-01-19,11010.0,996.0
1129,2018-01-18,11036.12,1016.26
1130,2018-01-17,11102.7,1022.9
1131,2018-01-16,13580.0,1275.0
1132,2018-01-15,13560.0,1348.83
1133,2018-01-14,14205.0,1382.0
1134,2018-01-13,13812.53,1259.7
1135,2018-01-12,13291.68,1139.27
1136,2018-01-11,14854.0,1246.45
1137,2018-01-10,14388.06,1276.52
1138,2018-01-09,14922.81,1128.42
1139,2018-01-08,16174.43,1116.63
1140,2018-01-07,17158.73,1003.0
1141,2018-01-06,16924.0,968.43
1142,2018-01-05,15167.63,940.54
1143,2018-01-04,15150.0,940.0
1144,2018-01-03,14738.0,859.6
1145,2018-01-02,13351.74,754.35
1146,2018-01-01,13769.34,736.22
1147,2017-12-31,12351.93,685.57
1148,2017-12-30,14305.53,731.74
1149,2017-12-29,14307.35,710.0
1150,2017-12-28,15370.01,736.2
1151,2017-12-27,15700.09,749.75
1152,2017-12-26,13638.0,711.2
1153,2017-12-25,13517.0,660.0
1154,2017-12-24,13830.0,662.0
1155,2017-12-23,13247.06,633.9
1156,2017-12-22,15293.0,767.28
1157,2017-12-21,16470.0,798.77
1158,2017-12-20,17310.0,799.21
1159,2017-12-19,18930.53,785.0
1160,2017-12-18,18959.2,709.2
1161,2017-12-17,19223.0,684.11
1162,2017-12-16,17540.0,675.56
1163,2017-12-15,16401.53,686.56
1164,2017-12-14,15907.0,680.0
1165,2017-12-13,16228.0,610.0
1166,2017-12-12,16478.96,503.0
1167,2017-12-11,14906.01,428.96
1168,2017-12-10,14690.22,461.05
1169,2017-12-09,15847.68,441.81
1170,2017-12-08,16563.51,413.0
1171,2017-12-07,13580.91,417.37
1172,2017-12-06,11665.14,452.5
1173,2017-12-05,11600.0,464.0
1174,2017-12-04,11175.0,460.0
1175,2017-12-03,10895.79,456.8
1176,2017-12-02,10699.89,453.3
1177,2017-12-01,9907.68,433.0
1178,2017-11-30,9702.0,422.0
1179,2017-11-29,9879.97,465.31
1180,2017-11-28,9711.0,472.6
1181,2017-11-27,9284.34,469.0
1182,2017-11-26,8709.0,461.8
1183,2017-11-25,8198.93,470.9
1184,2017-11-24,8000.0,407.0
1185,2017-11-23,8213.65,379.99
1186,2017-11-22,8107.0,360.4
1187,2017-11-21,8249.0,367.41
1188,2017-11-20,8060.0,355.49
1189,2017-11-19,7770.0,346.7
1190,2017-11-18,7687.51,331.51
1191,2017-11-17,7858.0,330.4
1192,2017-11-16,7275.12,330.92
1193,2017-11-15,6554.92,333.76
1194,2017-11-14,6475.78,313.99
1195,2017-11-13,5835.0,303.0
1196,2017-11-12,6300.0,314.07
1197,2017-11-11,6543.2,297.7
1198,2017-11-10,7020.0,314.5
1199,2017-11-09,7410.0,306.0
1200,2017-11-08,7084.87,291.1
1201,2017-11-07,6929.97,297.09
1202,2017-11-06,7379.17,295.4
1203,2017-11-05,7366.0,299.5
1204,2017-11-04,7124.36,302.12
1205,2017-11-03,7025.0,285.0
1206,2017-11-02,6739.79,288.78
1207,2017-11-01,6450.02,304.5
1208,2017-10-31,6125.0,306.8
1209,2017-10-30,6155.0,304.0
1210,2017-10-29,5719.0,292.92
1211,2017-10-28,5756.51,295.2
1212,2017-10-27,5880.0,295.0
1213,2017-10-26,5709.31,296.96
1214,2017-10-25,5508.76,295.55
1215,2017-10-24,5900.0,284.9
1216,2017-10-23,5963.68,293.9
1217,2017-10-22,6009.34,298.99
1218,2017-10-21,5992.0,303.0
1219,2017-10-20,5696.65,307.19
1220,2017-10-19,5563.0,313.5
1221,2017-10-18,5609.39,316.19
1222,2017-10-17,5765.0,334.72
1223,2017-10-16,5715.0,336.98
1224,2017-10-15,5832.73,339.88
1225,2017-10-14,5646.63,338.0
1226,2017-10-13,5441.55,304.59
1227,2017-10-12,4820.0,302.3
1228,2017-10-11,4770.0,297.6
1229,2017-10-10,4787.66,296.9
1230,2017-10-09,4611.0,310.5
1231,2017-10-08,4440.0,311.5
1232,2017-10-07,4371.64,309.51
1233,2017-10-06,4317.07,294.87
1234,2017-10-05,4213.3,292.0
1235,2017-10-04,4308.88,292.22
1236,2017-10-03,4401.0,297.1
1237,2017-10-02,4412.79,304.6
1238,2017-10-01,4365.0,303.0
1239,2017-09-30,4168.07,293.1
1240,2017-09-29,4190.01,303.2
1241,2017-09-28,4202.0,310.75
1242,2017-09-27,3880.73,288.85
1243,2017-09-26,3925.96,295.0
1244,2017-09-25,3659.45,283.17
1245,2017-09-24,3785.0,286.13
1246,2017-09-23,3590.0,262.07
1247,2017-09-22,3600.0,257.0
1248,2017-09-21,3875.96,284.26
1249,2017-09-20,3900.0,283.01
1250,2017-09-19,4078.0,296.92
1251,2017-09-18,3678.0,257.6
1252,2017-09-17,3686.2,253.74
1253,2017-09-16,3696.0,258.44
1254,2017-09-15,3225.0,222.5
1255,2017-09-14,3864.0,276.5
1256,2017-09-13,4143.79,294.41
1257,2017-09-12,4200.21,297.75
1258,2017-09-11,4230.0,298.24
1259,2017-09-10,4321.06,302.9
1260,2017-09-09,4301.08,305.19
1261,2017-09-08,4613.67,335.0
1262,2017-09-07,4589.01,336.65
1263,2017-09-06,4385.96,316.0
1264,2017-09-05,4209.0,296.51
1265,2017-09-04,4604.23,350.67
1266,2017-09-03,4511.0,344.85
1267,2017-09-02,4899.0,389.49
1268,2017-09-01,4715.15,387.69
1269,2017-08-31,4573.4,383.59
1270,2017-08-30,4590.0,372.61
1271,2017-08-29,4380.01,347.31
1272,2017-08-28,4321.67,347.26
1273,2017-08-27,4354.95,332.5
1274,2017-08-26,4352.0,328.0
1275,2017-08-25,4321.0,325.02
1276,2017-08-24,4136.0,316.5
1277,2017-08-23,4064.52,310.23
1278,2017-08-22,3994.0,321.0
1279,2017-08-21,4074.85,297.5
1280,2017-08-20,4137.62,291.21
1281,2017-08-19,4090.0,291.9
1282,2017-08-18,4262.0,300.01
1283,2017-08-17,4381.0,302.1
1284,2017-08-16,4149.0,285.47
1285,2017-08-15,4310.93,298.06
1286,2017-08-14,4051.7,295.8
1287,2017-08-13,3863.5,307.71
1288,2017-08-12,3641.34,308.52
1289,2017-08-11,3415.87,298.0
1290,2017-08-10,3334.34,293.7
1291,2017-08-09,3411.0,296.43
1292,2017-08-08,3399.0,269.54
1293,2017-08-07,3229.0,264.51
1294,2017-08-06,3256.54,254.09
1295,2017-08-05,2863.01,221.0
1296,2017-08-04,2794.89,224.6
1297,2017-08-03,2699.0,217.5
1298,2017-08-02,2736.48,226.1
1299,2017-08-01,2855.0,200.49
1300,2017-07-31,2753.0,194.73
1301,2017-07-30,2719.0,207.4
1302,2017-07-29,2789.98,191.0
1303,2017-07-28,2670.0,202.8
1304,2017-07-27,2526.35,203.01
1305,2017-07-26,2566.0,203.0
1306,2017-07-25,2769.36,226.8
1307,2017-07-24,2751.43,227.63
1308,2017-07-23,2847.0,232.5
1309,2017-07-22,2666.7,216.57
1310,2017-07-21,2855.0,227.43
1311,2017-07-20,2250.0,194.18
1312,2017-07-19,2300.0,226.0
1313,2017-07-18,2223.4,189.6
1314,2017-07-17,1925.9,156.5
1315,2017-07-16,1977.5,170.01
1316,2017-07-15,2205.91,196.51
1317,2017-07-14,2327.27,204.7
1318,2017-07-13,2375.92,223.5
1319,2017-07-12,2284.0,188.39
1320,2017-07-11,2316.0,201.45
1321,2017-07-10,2473.11,234.7
1322,2017-07-09,2549.27,245.6
1323,2017-07-08,2477.0,237.89
1324,2017-07-07,2589.95,264.87
1325,2017-07-06,2599.0,265.11
1326,2017-07-05,2580.0,266.7
1327,2017-07-04,2536.46,275.0
1328,2017-07-03,2435.14,277.48
1329,2017-07-02,2346.54,254.5
1330,2017-07-01,2423.66,276.0
1331,2017-06-30,2468.47,285.84
1332,2017-06-29,2513.0,312.0
1333,2017-06-28,2510.0,280.0
1334,2017-06-27,2395.29,251.5
1335,2017-06-26,2481.81,275.25
1336,2017-06-25,2503.48,295.99
1337,2017-06-24,2670.0,323.61
1338,2017-06-23,2673.38,321.1
1339,2017-06-22,2620.0,322.5
1340,2017-06-21,2668.0,347.8
1341,2017-06-20,2583.05,357.0
1342,2017-06-19,2492.3,349.0
1343,2017-06-18,2607.15,364.6
1344,2017-06-17,2435.0,348.56
1345,2017-06-16,2374.47,339.0
1346,2017-06-15,2386.78,335.03
1347,2017-06-14,2676.77,382.3
1348,2017-06-13,2571.05,386.5
1349,2017-06-12,2937.1,335.0
1350,2017-06-11,2811.82,326.0
1351,2017-06-10,2816.1,278.85
1352,2017-06-09,2788.0,257.43
1353,2017-06-08,2645.5,250.5
1354,2017-06-07,2846.0,262.0
1355,2017-06-06,2635.36,242.1
1356,2017-06-05,2387.44,241.25
1357,2017-06-03,2408.0,215.4
1358,2017-06-02,2314.6,211.44
1359,2017-06-01,2197.0,217.5
1360,2017-05-31,2140.0,227.0
1361,2017-05-30,2207.0,189.0
1362,2017-05-29,2057.1,162.0
1363,2017-05-28,1972.77,149.9
1364,2017-05-27,2130.83,153.11
1365,2017-05-26,2210.0,164.78
1366,2017-05-25,2389.0,183.79
1367,2017-05-24,2244.89,168.0
1368,2017-05-23,2090.0,155.0
1369,2017-05-22,2031.0,146.4
1370,2017-05-21,2074.61,123.16
1371,2017-05-20,1967.0,124.57
1372,2017-05-19,1942.14,98.4
1373,2017-05-18,1873.0,89.35
1374,2017-05-17,1787.0,88.5
1375,2017-05-16,1771.1,92.1
1376,2017-05-15,1826.0,90.2
1377,2017-05-14,1822.18,90.0
1378,2017-05-13,1735.71,87.0
1379,2017-05-12,1860.1,88.99
1380,2017-05-11,1800.0,88.46
1381,2017-05-10,1758.51,88.49
1382,2017-05-09,1705.67,89.0
1383,2017-05-08,1620.15,94.81
1384,2017-05-07,1598.21,96.6
1385,2017-05-06,1543.4,91.31
1386,2017-05-05,1603.9,99.2
1387,2017-05-04,1615.62,85.8
1388,2017-05-03,1561.91,82.36
1389,2017-05-02,1530.0,81.48
1390,2017-05-01,1435.09,83.6
1391,2017-04-30,1424.64,73.5
1392,2017-04-29,1413.3,75.85
1393,2017-04-28,1439.38,67.99
1394,2017-04-27,1398.63,57.36
1395,2017-04-26,1371.3,53.75
1396,2017-04-25,1347.4,53.47
1397,2017-04-24,1352.19,53.04
1398,2017-04-23,1346.0,52.2
1399,2017-04-22,1328.0,51.49
1400,2017-04-21,1306.65,51.83
1401,2017-04-20,1262.89,49.9
1402,2017-04-19,1268.05,52.49
1403,2017-04-18,1239.0,49.41
1404,2017-04-17,1212.5,49.51
1405,2017-04-16,1194.55,49.47
1406,2017-04-15,1207.51,48.4
1407,2017-04-14,1186.0,50.58
1408,2017-04-13,1227.0,46.91
1409,2017-04-12,1236.0,44.31
1410,2017-04-11,1219.5,44.14
1411,2017-04-10,1216.54,44.0
1412,2017-04-09,1189.69,44.78
1413,2017-04-08,1197.59,42.31
1414,2017-04-07,1193.92,43.34
1415,2017-04-06,1140.0,45.25
1416,2017-04-05,1143.91,44.58
1417,2017-04-04,1151.21,44.17
1418,2017-04-03,1106.63,48.34
1419,2017-04-02,1095.87,50.45
1420,2017-04-01,1081.36,49.65
1421,2017-03-31,1040.6,51.5
1422,2017-03-30,1040.0,52.78
1423,2017-03-29,1042.35,50.2
1424,2017-03-28,1040.25,48.78
1425,2017-03-27,963.05,50.2
1426,2017-03-26,971.95,51.18
1427,2017-03-25,942.51,53.68
1428,2017-03-24,1035.0,43.25
1429,2017-03-23,1037.7,41.36
1430,2017-03-22,1117.98,42.49
1431,2017-03-21,1036.88,42.0
1432,2017-03-20,1015.1,43.28
1433,2017-03-19,966.0,33.98
1434,2017-03-18,1070.0,44.44
1435,2017-03-17,1166.0,45.0
1436,2017-03-16,1255.01,34.95
1437,2017-03-15,1243.22,28.69
1438,2017-03-14,1237.0,28.4
1439,2017-03-13,1224.4,23.24
1440,2017-03-12,1175.01,21.31
1441,2017-03-11,1113.0,19.4
1442,2017-03-10,1192.91,17.73
1443,2017-03-09,1146.0,16.49
1444,2017-03-08,1231.26,18.85
1445,2017-03-07,1274.32,19.46
1446,2017-03-06,1276.0,19.35
1447,2017-03-05,1268.0,18.55
1448,2017-03-04,1287.95,19.42
1449,2017-03-03,1258.43,18.97
1450,2017-03-02,1234.0,17.5
1451,2017-03-01,1185.0,15.8
1452,2017-02-28,1192.2,15.5
1453,2017-02-27,1179.0,14.59
1454,2017-02-26,1153.0,13.57
1455,2017-02-25,1188.11,13.09
1456,2017-02-23,1126.0,12.71
1457,2017-02-22,1127.0,12.79
1458,2017-02-21,1094.71,12.43
1459,2017-02-20,1058.17,12.82
1460,2017-02-19,1057.79,12.81
1461,2017-02-18,1053.67,12.76
1462,2017-02-17,1039.5,12.89
1463,2017-02-16,1015.57,12.99
1464,2017-02-15,1013.0,12.94
1465,2017-02-14,995.12,11.32
1466,2017-02-13,998.0,11.34
1467,2017-02-12,1004.9,11.28
1468,2017-02-11,998.04,11.28
1469,2017-02-10,982.1,10.95
1470,2017-02-09,1054.72,11.35
1471,2017-02-08,1053.75,11.42
1472,2017-02-07,1022.0,11.32
1473,2017-02-06,1010.0,11.12
1474,2017-02-05,1031.19,11.34
1475,2017-02-04,1012.0,10.91
1476,2017-02-03,1005.2,10.79
1477,2017-02-02,985.8,10.7
1478,2017-02-01,967.87,10.68
1479,2017-01-31,918.3,10.52
1480,2017-01-30,914.75,10.44
1481,2017-01-29,919.44,10.54
1482,2017-01-28,916.57,10.46
1483,2017-01-27,914.0,10.63
1484,2017-01-26,892.69,10.48
1485,2017-01-25,890.41,10.51
1486,2017-01-24,919.87,10.75
1487,2017-01-23,920.37,10.64
1488,2017-01-22,925.41,10.94
1489,2017-01-21,897.51,10.58
1490,2017-01-20,898.82,10.36
1491,2017-01-19,874.55,10.17
1492,2017-01-18,904.57,10.22
1493,2017-01-17,828.33,9.57
1494,2017-01-16,820.0,9.78
1495,2017-01-15,816.1,9.63
1496,2017-01-14,825.18,9.65
1497,2017-01-13,816.0,9.72
1498,2017-01-12,789.0,9.69
1499,2017-01-11,908.57,10.58
1500,2017-01-10,907.0,10.3
1501,2017-01-09,908.51,10.38
1502,2017-01-08,899.0,9.91
1503,2017-01-07,888.66,10.04
1504,2017-01-06,989.77,10.16
1505,2017-01-05,1137.0,10.97
1506,2017-01-04,1035.97,9.69
1507,2017-01-03,1018.15,8.34
1508,2017-01-02,998.86,8.22
1509,2017-01-01,965.0,7.98
1510,2016-12-31,962.21,8.15
1511,2016-12-30,976.09,8.23
1512,2016-12-29,981.9,7.52
1513,2016-12-28,930.0,7.15
1514,2016-12-27,905.5,7.26
1515,2016-12-26,896.35,7.19
1516,2016-12-25,892.0,7.25
1517,2016-12-24,916.94,7.13
1518,2016-12-23,859.0,7.65
1519,2016-12-22,826.98,7.89
1520,2016-12-21,801.73,7.57
