DATE,BTC_OPEN,ETH_OPEN
2016-04-16,432.49,8.25
2016-04-15,427.18,8.44
2016-04-14,425.12,8.07
2016-04-13,427.5,7.49
2016-04-12,423.5,8.64
2016-04-11,420.0,8.73
2016-04-10,417.01,9.12
2016-04-09,419.09,9.82
2016-04-08,422.9,10.11
2016-04-07,422.92,10.72
2016-04-06,424.16,10.44
2016-04-05,420.5,11.11
2016-04-04,423.7,11.6
2016-04-03,421.93,11.6
2016-04-02,418.96,11.71
2016-04-01,415.89,11.32
2016-03-31,417.1,11.9
2016-03-30,414.7,11.75
2016-03-29,421.52,11.67
2016-03-28,424.7,10.32
2016-03-27,415.27,11.0
2016-03-26,414.91,10.55
2016-03-25,418.0,11.2
2016-03-24,417.42,12.37
2016-03-23,417.03,11.32
2016-03-22,406.72,11.75
2016-03-21,408.41,9.98
2016-03-20,405.71,10.49
2016-03-19,405.0,10.5
2016-03-18,415.0,10.9
2016-03-17,414.5,12.98
2016-03-16,414.73,13.0
2016-03-15,417.29,12.43
2016-03-14,403.83,14.9
2016-03-13,411.76,13.39
2016-03-12,418.0,11.35
2016-03-11,413.04,11.25
2016-03-10,404.61,11.7
2016-03-09,411.59,9.82
2016-03-08,412.59,9.48
2016-03-07,409.63,11.35
2016-03-06,381.41,10.5
2016-03-05,404.0,9.9
2016-03-04,421.59,9.28
2016-03-03,428.86,8.49
2016-03-02,430.61,7.66
2016-03-01,440.0,6.46
2016-02-29,432.85,6.41
2016-02-28,429.98,6.28
2016-02-27,424.0,5.76
2016-02-26,421.91,6.0
2016-02-25,415.31,5.99
2016-02-24,417.0,5.5
2016-02-23,439.8,5.7
2016-02-22,441.34,4.79
2016-02-21,436.5,4.39
2016-02-20,416.0,4.53
2016-02-19,419.0,4.14
2016-02-18,418.0,3.62
2016-02-17,411.48,4.3
2016-02-16,399.0,5.3
2016-02-15,402.73,4.96
2016-02-14,388.89,5.5
2016-02-13,388.0,5.65
2016-02-12,388.25,6.0
2016-02-11,383.18,4.34
2016-02-10,376.72,3.69
2016-02-09,374.05,3.04
2016-02-08,373.0,2.87
2016-02-07,377.64,2.43
2016-02-06,383.06,2.5
2016-02-05,384.0,2.52
2016-02-04,358.52,2.41
2016-02-03,368.69,2.19
2016-02-02,374.14,2.11
2016-02-01,371.21,2.37
2016-01-31,378.67,2.51
2016-01-30,376.86,2.51
2016-01-29,378.0,2.36
2016-01-28,396.0,2.42
2016-01-27,391.46,2.14
2016-01-26,392.17,2.47
2016-01-25,406.8,2.11
2016-01-24,384.12,1.94
2016-01-23,380.97,1.51
2016-01-22,406.0,1.55
2016-01-21,418.0,1.48
2016-01-20,377.42,1.36
2016-01-19,384.5,1.41
2016-01-18,372.5,1.29
2016-01-17,381.82,1.22
2016-01-16,369.99,1.21
2016-01-15,429.5,1.15
2016-01-14,433.18,1.09
2016-01-13,446.2,1.15
2016-01-12,448.44,1.05
2016-01-11,447.87,0.97
2016-01-10,447.42,0.97
2016-01-09,455.0,1.02
2016-01-08,451.1,0.97
2016-01-07,427.5,0.94
2016-01-06,430.38,0.94
2016-01-05,432.0,0.96
2016-01-04,428.14,0.96
2016-01-03,436.95,0.96
2016-01-02,434.99,0.96
2016-01-01,430.57,0.92
2015-12-31,425.12,0.94
2015-12-30,427.0,0.85
2015-12-29,423.6,0.81
2015-12-28,421.24,0.85
2015-12-27,418.54,0.85
2015-12-26,459.38,0.9
2015-12-25,453.06,0.85
2015-12-24,445.79,0.82
2015-12-23,434.84,0.9
2015-12-22,439.8,0.88
2015-12-21,438.1,0.89
2015-12-20,459.9,0.92
2015-12-19,460.0,0.92
2015-12-18,454.5,0.93
2015-12-17,453.0,0.98
2015-12-16,462.6,0.99
2015-12-15,444.65,0.98
2015-12-14,444.0,0.98
2015-12-13,432.87,0.97
2015-12-12,450.0,0.9
2015-12-11,417.0,0.84
2015-12-10,422.0,0.8
2015-12-09,413.8,0.82
2015-12-08,396.21,0.81
2015-12-07,390.3,0.84
2015-12-06,380.45,0.85
2015-12-05,365.51,0.84
2015-12-04,367.0,0.82
2015-12-03,366.37,0.84
2015-12-02,358.0,0.87
2015-12-01,379.5,0.9
2015-11-30,370.0,0.89
2015-11-29,357.0,0.94
2015-11-28,362.0,0.87
2015-11-27,355.1,0.89
2015-11-26,328.99,0.87
2015-11-25,321.0,0.93
2015-11-24,325.47,0.93
2015-11-23,331.9,0.98
2015-11-22,328.8,0.98
2015-11-21,322.0,0.93
2015-11-20,327.0,0.98
2015-11-19,338.0,1.01
2015-11-18,334.01,1.02
2015-11-17,332.0,0.93
2015-11-16,318.0,0.91
2015-11-15,332.2,0.88
2015-11-14,339.01,0.9
2015-11-13,338.42,0.9
2015-11-12,307.0,0.74
2015-11-11,335.0,0.91
2015-11-10,382.5,1.01
2015-11-09,370.0,0.99
2015-11-08,390.0,0.94
2015-11-07,378.0,0.93
2015-11-06,383.1,0.92
2015-11-05,391.0,0.83
2015-11-04,392.1,1.0
2015-11-03,369.99,0.99
2015-11-02,326.74,1.05
2015-11-01,310.0,0.89
2015-10-31,325.0,1.01
2015-10-30,309.57,1.2
2015-10-29,304.89,0.77
2015-10-28,297.5,0.85
2015-10-27,280.26,0.74
2015-10-26,290.5,0.67
2015-10-25,280.0,0.47
2015-10-24,277.86,0.64
2015-10-23,276.15,0.62
2015-10-22,266.3,0.43
2015-10-21,275.5,0.45
2015-10-20,263.0,0.47
2015-10-19,270.0,0.51
2015-10-18,267.04,0.56
2015-10-17,266.08,0.52
2015-10-16,259.24,0.6
2015-10-15,252.3,0.52
2015-10-14,248.47,0.6
2015-10-13,244.6,0.6
2015-10-12,243.41,0.67
2015-10-11,246.5,0.63
2015-10-10,246.4,0.7
2015-10-09,246.89,0.64
2015-10-08,243.0,0.68
2015-10-07,242.25,0.71
2015-10-06,236.98,0.68
2015-10-05,238.8,0.74
2015-10-04,243.0,0.57
2015-10-03,240.0,0.61
2015-10-02,242.7,0.79
2015-10-01,241.1,0.68
2015-09-30,242.0,0.8
2015-09-29,243.2,0.84
2015-09-28,233.0,0.9
2015-09-27,233.0,0.88
2015-09-26,238.0,0.89
2015-09-25,235.0,0.96
2015-09-24,228.0,0.96
2015-09-23,226.52,0.85
2015-09-22,227.5,0.84
2015-09-21,234.47,1.0
2015-09-20,234.47,0.89
2015-09-19,238.26,0.87
2015-09-18,232.5,1.19
2015-09-17,230.0,0.99
2015-09-16,233.0,1.0
2015-09-15,228.5,1.16
2015-09-14,226.5,1.3
2015-09-13,240.0,1.35
2015-09-12,238.7,1.21
2015-09-11,236.53,1.37
2015-09-10,240.6,1.22
2015-09-09,239.9,1.37
2015-09-08,245.0,1.26
2015-09-07,237.75,1.25
2015-09-06,233.0,1.3
2015-09-05,231.0,1.27
2015-09-04,231.0,1.06
2015-09-03,226.0,1.27
2015-09-02,223.94,1.0
2015-09-01,225.04,1.05
2015-08-31,215.03,1.3
2015-08-30,235.0,1.5
2015-08-29,230.14,1.33
2015-08-28,208.5,1.5
2015-08-27,227.98,1.73
2015-08-26,219.99,1.3
2015-08-25,211.0,1.52
2015-08-24,228.45,1.52
2015-08-23,230.26,1.77
2015-08-22,233.13,1.5
2015-08-21,234.0,2.15
2015-08-20,227.0,2.15
2015-08-19,251.0,1.38
2015-08-18,262.37,1.1
2015-08-17,257.0,1.4
2015-08-16,267.0,1.65
